Grant #,Applicant Name,Account Status,FIPS #,County,Classification,PR
1595,Emerald Coast Housing I,Closed,091-UA0E7-00,Okaloosa,Other,Ashley Mitchell
4834,"Atonement Lutheran Church Of Wesley Chapel, Inc.",Opening,101-12696-00,Pasco,Other,Collin Kenline
1551,Emerald Coast Housing II,Closed,091-UMWNK-00,Okaloosa,Other,Ashley Mitchell
4828,"Atonement Lutheran Church Of Wesley Chapel, Inc.",Opening,101-12696-00,Pasco,Other,Collin Kenline
1595,Emerald Coast Housing II,Closed,091-UMWNK-00,Okaloosa,Other,Ashley Mitchell
1551,Escambia Bay Marine Institute,Closed,033-0B437-00,Escambia,Other,Ashley Mitchell
1551,"Escambia Community Clinics, Inc.",Closed,033-U3E5M-00,Escambia,Critical Private Non-Profit,Ashley Mitchell
4673,Babcock Ranch Community Independent Special District,Active,000-U60Y0-00,Charlotte,Special District Government,John Hayth
4177,"Escambia Community Clinics, Inc.",Active,033-U3E5M-00,Escambia,Critical Private Non-Profit,Ashley Mitchell
1551,"Bagdad-Garcon Point Water System, Inc.",Closed,113-00DF9-00,Santa Rosa,Critical Private Non-Profit,Hamza Sattar
1595,"Bagdad-Garcon Point Water System, Inc.",Closed,113-00DF9-00,Santa Rosa,Critical Private Non-Profit,Hamza Sattar
4177,"Bagdad-Garcon Point Water System, Inc.",Closed,113-00DF9-00,Santa Rosa,Critical Private Non-Profit,Hamza Sattar
1539,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
1545,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
4834,"Auburndale, City of",Opening,105-02550-00,Polk,City,Hamza Sattar
1561,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
1785,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
1840,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
4068,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
4280,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
4337,Baker County,Active,003-99003-00,Baker,County,Haley Beary
4486,Baker County,Closed,003-99003-00,Baker,County,Haley Beary
1539,Baker County Emergency Services,Closed,003-0048E-00,Baker,County,Haley Beary
1545,Baker County Emergency Services,Closed,003-0048E-00,Baker,County,Haley Beary
1561,Baker County Emergency Services,Closed,003-0048E-00,Baker,County,Haley Beary
4337,"Baker County Medical Services, Inc.",Active,003-UKFO9-00,Baker,Critical Private Non-Profit,Rachel Langston
1545,Baker County School District,Closed,003-00337-00,Baker,Public School District,Haley Beary
1561,Baker County School District,Closed,003-00337-00,Baker,Public School District,Haley Beary
4068,Baker County School District,Closed,003-00337-00,Baker,Public School District,Haley Beary
4486,Baker County School District,Opening,003-00337-00,Baker,Public School District,Haley Beary
4486,Baker County Sheriff's Office,Active,003-128A2-00,Baker,County Sheriff,Rachel Langston
4673,Baker County Sheriff's Office,Active,003-128A2-00,Baker,County Sheriff,Rachel Langston
4734,Baker County Sheriff's Office,Opening,003-128A2-00,Baker,County Sheriff,Rachel Langston
1551,Baker Fire District,Closed,091-URD1O-00,,Special District Government,Rachel Langston
1545,"Bal Harbour, Village of",Closed,086-03275-00,Miami-Dade,City,John Hayth
1602,"Bal Harbour, Village of",Closed,086-03275-00,Miami-Dade,City,John Hayth
1609,"Bal Harbour, Village of",Closed,086-03275-00,Miami-Dade,City,John Hayth
4337,"Bal Harbour, Village of",Active,086-03275-00,Miami-Dade,City,John Hayth
4486,"Bal Harbour, Village of",Active,086-03275-00,Miami-Dade,City,John Hayth
4486,Azalea Park Baptist School,Active,095-0A9C6-00,Orange,Critical Private Non-Profit,Ashley Mitchell
1539,"Baldwin, Town of",Closed,031-03250-00,Duval,City,Hamza Sattar
4673,Azalea Park Baptist School,Opening,095-0A9C6-00,Orange,Critical Private Non-Profit,Ashley Mitchell
1545,"Baldwin, Town of",Closed,031-03250-00,Duval,City,Hamza Sattar
4734,Azalea Park Baptist School,Opening,095-0A9C6-00,Orange,Critical Private Non-Profit,Ashley Mitchell
1561,"Baldwin, Town of",Closed,031-03250-00,Duval,City,Hamza Sattar
4673,"AZZURRA AT PELICAN PRESERVE PROPERTY OWNERS ASSOCIATION, INC.",Closed,071-UYFWU-00,Lee,PNP-Home Owners Association,Ashley Mitchell
1785,"Baldwin, Town of",Closed,031-03250-00,Duval,City,Hamza Sattar
4673,Babcock Neighborhood School,Active,015-U5CNN-00,Charlotte,Critical Private Non-Profit,Ashley Mitchell
4068,"Baldwin, Town of",Closed,031-03250-00,Duval,City,Hamza Sattar
4337,"Baldwin, Town of",Closed,031-03250-00,Duval,City,Hamza Sattar
4337,"Banyan Community Health Center, Inc.",Active,086-UTA27-00,Miami-Dade,Critical Private Non-Profit,John Hayth
4486,"Banyan Community Health Center, Inc.",Active,086-UTA27-00,Miami-Dade,Critical Private Non-Profit,John Hayth
4486,"Baptist Brent Lane Properties, LLC",Opening,033-UK2M7-00,Escambia,Other,Collin Kenline
1551,"Baptist Health Care, Inc.",Closed,000-UH8BI-00,Escambia,Critical Private Non-Profit,Collin Kenline
1595,"Baptist Health Care, Inc.",Closed,000-UH8BI-00,Escambia,Critical Private Non-Profit,Collin Kenline
4177,"Baptist Health Care, Inc.",Active,000-UH8BI-00,Escambia,Critical Private Non-Profit,Collin Kenline
4486,"Baptist Health Care, Inc.",Active,000-UH8BI-00,Escambia,Critical Private Non-Profit,Collin Kenline
4564,"Baptist Health Care, Inc.",Active,000-UH8BI-00,Escambia,Critical Private Non-Profit,Collin Kenline
1602,"Baptist Health South Florida, Inc.",Closed,086-U5UII-00,Miami-Dade,Other,Collin Kenline
1609,"Baptist Health South Florida, Inc.",Closed,086-U5UII-00,Miami-Dade,Other,Collin Kenline
3259,"Baptist Health South Florida, Inc.",Closed,086-U5UII-00,Miami-Dade,Other,Collin Kenline
4337,"Baptist Health South Florida, Inc.",Active,086-U5UII-00,Miami-Dade,Other,Collin Kenline
4806,Baker County,Opening,003-99003-00,Baker,County,Haley Beary
4486,"Baptist Health South Florida, Inc.",Closed,086-U5UII-00,Miami-Dade,Other,Collin Kenline
1539,"Baptist Health Systems, Inc.",Closed,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
1545,"Baptist Health Systems, Inc.",Closed,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
1551,"Baptist Health Systems, Inc.",Closed,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
1561,"Baptist Health Systems, Inc.",Closed,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
1785,"Baptist Health Systems, Inc.",Closed,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
4283,"Baptist Health Systems, Inc.",Active,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
4337,"Baptist Health Systems, Inc.",Active,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
4468,"Baptist Health Systems, Inc.",Active,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
4486,"Baptist Health Systems, Inc.",Opening,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
4673,"Baptist Health Systems, Inc.",Active,000-UAGBR-00,Duval,Critical Private Non-Profit,Rachel Langston
4337,Baptist Hospital of Miami,Closed,086-U688H-00,Miami-Dade,Critical Private Non-Profit,Collin Kenline
4806,Baker County Sheriff's Office,Opening,003-128A2-00,Baker,County Sheriff,Rachel Langston
4486,"Baptist Hospital, Inc.",Opening,033-UCQX7-00,Escambia,Other,Collin Kenline
4486,"Baptist Medical Group, LLC",Closed,033-U31L4-00,Escambia,Other,Collin Kenline
4337,Baptist Outpatient Services,Closed,086-U65A0-00,Miami-Dade,Non-Critical Private Non-Profit,Collin Kenline
4486,"Baptist Urgent Care, LLC",Opening,033-UGOKL-00,Escambia,Other,Collin Kenline
1545,Barefoot Bay Recreation District,Closed,009-UQDYJ-00,Brevard,Special District Government,John Hayth
1561,Barefoot Bay Recreation District,Closed,009-UQDYJ-00,Brevard,Special District Government,John Hayth
1609,Barefoot Bay Recreation District,Closed,009-UQDYJ-00,Brevard,Special District Government,John Hayth
1785,Barefoot Bay Recreation District,Closed,009-UQDYJ-00,Brevard,Special District Government,John Hayth
4283,Barefoot Bay Recreation District,Closed,009-UQDYJ-00,Brevard,Special District Government,John Hayth
4337,Barefoot Bay Recreation District,Active,009-UQDYJ-00,Brevard,Special District Government,John Hayth
4673,Barefoot Bay Recreation District,Closed,009-UQDYJ-00,Brevard,Special District Government,John Hayth
4680,Barefoot Bay Recreation District,Opening,009-UQDYJ-00,Brevard,Special District Government,John Hayth
4564,Escambia Lodge #15 Free and Accepted Masons of FL,Closed,033-UECL4-00,Escambia,Other,Ashley Mitchell
4337,Barron Water Control District,Closed,051-UMVU0-00,Hendry,Special District Government,Hamza Sattar
4673,Barron Water Control District,Active,051-UMVU0-00,Hendry,Special District Government,Hamza Sattar
1545,Barry University,Closed,086-03625-00,Statewide,Critical Private Non-Profit,John Hayth
1561,Barry University,Closed,086-03625-00,Statewide,Critical Private Non-Profit,John Hayth
1602,Barry University,Closed,086-03625-00,Statewide,Critical Private Non-Profit,John Hayth
1609,Barry University,Closed,086-03625-00,Statewide,Critical Private Non-Profit,John Hayth
4337,Barry University,Active,086-03625-00,Statewide,Critical Private Non-Profit,John Hayth
4486,Barry University,Active,086-03625-00,Statewide,Critical Private Non-Profit,John Hayth
1551,"Escambia River Electric Cooperative, Inc.",Closed,000-ULJQZ-00,Santa Rosa,Critical Private Non-Profit,Ashley Mitchell
1595,"Escambia River Electric Cooperative, Inc.",Closed,000-ULJQZ-00,Santa Rosa,Critical Private Non-Profit,Ashley Mitchell
1561,Bartram Springs Community Development District,Closed,031-UT011-00,Duval,Special District Government,John Hayth
4283,Bartram Springs Community Development District,Closed,031-UT011-00,Duval,Special District Government,John Hayth
1602,"Escambia River Electric Cooperative, Inc.",Closed,000-ULJQZ-00,Santa Rosa,Critical Private Non-Profit,Ashley Mitchell
4680,Basilica Church of St. Paul,Closed,127-U1BKG-00,Volusia,House of Worship,Haley Beary
4673,Basilica School of Saint Paul,Closed,127-UQAFG-00,Volusia,Critical Private Non-Profit,Haley Beary
4399,Bay Arts Alliance,Active,005-UJT4D-00,Bay,Non-Critical Private Non-Profit,Hamza Sattar
4337,"Barnabas Center, Inc.",Closed,089-ULSVI-00,Nassau,Critical Private Non-Profit,Ashley Mitchell
4564,"Escambia River Electric Cooperative, Inc.",Active,113-13450-00,Santa Rosa,Critical Private Non-Profit,Ashley Mitchell
1551,Fairpoint Regional Utility System,Closed,113-UMMZT-00,Santa Rosa,Other,Ashley Mitchell
4399,"Bay County Health System, LLC",Closed,005-U9QS1-00,Bay,Other,Collin Kenline
1539,Bay County Sheriff's Office,Closed,005-0381B-00,Bay,County Sheriff,Rachel Langston
1551,Bay County Sheriff's Office,Closed,005-0381B-00,Bay,County Sheriff,Rachel Langston
1595,Bay County Sheriff's Office,Closed,005-0381B-00,Bay,County Sheriff,Rachel Langston
3220,Bay County Sheriff's Office,Opening,005-0381B-00,Bay,County Sheriff,Rachel Langston
4673,"Bartow Regional Medical Center, Inc.",Active,000-UL9OZ-00,Polk,Critical Private Non-Profit,Ashley Mitchell
4399,Bay County Sheriff's Office,Active,005-0381B-00,Bay,County Sheriff,Rachel Langston
4828,"Bartow Regional Medical Center, Inc.",Opening,000-UL9OZ-00,Polk,Critical Private Non-Profit,Ashley Mitchell
4486,Bay County Sheriff's Office,Active,005-0381B-00,Bay,County Sheriff,Rachel Langston
4834,"Bartow Regional Medical Center, Inc.",Opening,000-UL9OZ-00,Polk,Critical Private Non-Profit,Ashley Mitchell
4399,Bay County Transportation Planning Organization,Active,005-U80KV-00,Bay,Other,Collin Kenline
4337,"Bartow Rehabilitation Center, LLC",Closed,,Polk,Other,Ashley Mitchell
4486,Bay County Transportation Planning Organization,Closed,005-U80KV-00,Bay,Other,Collin Kenline
1545,"Bay Harbor Islands, Town of",Closed,086-03975-00,Miami-Dade,City,John Hayth
1602,"Bay Harbor Islands, Town of",Closed,086-03975-00,Miami-Dade,City,John Hayth
1609,"Bay Harbor Islands, Town of",Closed,086-03975-00,Miami-Dade,City,John Hayth
4337,"Bay Harbor Islands, Town of",Active,086-03975-00,Miami-Dade,City,John Hayth
4337,"BASCA, Inc.",Closed,019-USO7Z-00,Clay,Other,Ashley Mitchell
4673,"Bay Harbor Islands, Town of",Active,086-03975-00,Miami-Dade,City,John Hayth
1551,"FavorHouse of Northwest Florida, Inc.",Closed,033-04722-00,Escambia,Non-Critical Private Non-Profit,Ashley Mitchell
1595,"FavorHouse of Northwest Florida, Inc.",Closed,033-04722-00,Escambia,Non-Critical Private Non-Profit,Ashley Mitchell
4337,"BayCare Health System, Inc.",Active,103-U1BAB-00,Pinellas,Critical Private Non-Profit,Collin Kenline
4834,"Bay Area Chamber Foundation, Inc.",Opening,103-UPHO6-00,Pinellas,Other,Collin Kenline
4486,"BayCare Health System, Inc.",Active,103-U1BAB-00,Pinellas,Critical Private Non-Profit,Collin Kenline
1551,Florida Community Services Corp. Of Walton County,Closed,131-ULB75-00,Walton,Critical Private Non-Profit,Ashley Mitchell
1539,Bayshore Fire & Rescue District,Closed,071-0FCE6-00,Lee,Special District Government,Rachel Langston
1609,Bayshore Fire & Rescue District,Closed,071-0FCE6-00,Lee,Special District Government,Rachel Langston
1785,Bayshore Fire & Rescue District,Closed,071-0FCE6-00,Lee,Special District Government,Rachel Langston
4337,Bayshore Fire & Rescue District,Closed,071-0FCE6-00,Lee,Special District Government,Rachel Langston
4486,Bayshore Fire & Rescue District,Closed,071-0FCE6-00,Lee,Special District Government,Rachel Langston
4673,Bayshore Fire & Rescue District,Active,071-0FCE6-00,Lee,Special District Government,Rachel Langston
1595,Florida Community Services Corp. Of Walton County,Closed,131-ULB75-00,Walton,Critical Private Non-Profit,Ashley Mitchell
1602,Florida Community Services Corp. Of Walton County,Closed,131-ULB75-00,Walton,Critical Private Non-Profit,Ashley Mitchell
4399,Bayside Church,Active,005-UKS83-00,Bay,House of Worship,John Hayth
4673,"Bayside Community Church of Sarasota, Inc.",Active,081-U206B-00,Manatee,House of Worship,Haley Beary
1539,Bayside Improvement Community Development District,Closed,071-UX8X7-00,Lee,Special District Government,Hamza Sattar
1609,Bayside Improvement Community Development District,Closed,071-UX8X7-00,Lee,Special District Government,Hamza Sattar
4337,Bayside Improvement Community Development District,Active,071-UX8X7-00,Lee,Special District Government,Hamza Sattar
1545,Baytree Community Development District,Closed,009-U7J3D-00,Brevard,Special District Government,Rachel Langston
4337,Baywinds Community Development District,Closed,086-UKCEO-00,Miami-Dade,Special District Government,Rachel Langston
4486,Be Eccentrich inc,Closed,011-UAAUQ-00,Statewide,Other,Rachel Langston
4680,Beach United Methodist Church,Closed,071-03207-00,Lee,House of Worship,Haley Beary
4337,Beacon Tradeport Community Development District,Closed,086-U87ST-00,Miami-Dade,Special District Government,Rachel Langston
4399,Bear Creek Assembly of God,Closed,005-uy9bb-00,Bay,House of Worship,Rachel Langston
4084,Beeline Community Development District,Closed,099-UXYMD-00,Palm Beach,Special District Government,Rachel Langston
1545,"Bell, Town of",Closed,041-04975-00,Gilchrist,City,Rachel Langston
1561,"Bell, Town of",Closed,041-04975-00,Gilchrist,City,Rachel Langston
4177,Florida Community Services Corp. Of Walton County,Closed,131-ULB75-00,Walton,Critical Private Non-Profit,Ashley Mitchell
4673,Bella Vida Community Development District,Active,000-ULO8N-00,Lee,Special District Government,Hamza Sattar
1551,"Freeport, City of",Closed,131-24825-00,Walton,City,Ashley Mitchell
1545,"Belle Glade, City of",Closed,099-05200-00,Palm Beach,City,Haley Beary
1561,"Belle Glade, City of",Closed,099-05200-00,Palm Beach,City,Haley Beary
1609,"Belle Glade, City of",Active,099-05200-00,Palm Beach,City,Haley Beary
1785,"Belle Glade, City of",Closed,099-05200-00,Palm Beach,City,Haley Beary
4283,"Belle Glade, City of",Closed,099-05200-00,Palm Beach,City,Haley Beary
4337,"Belle Glade, City of",Active,099-05200-00,Palm Beach,City,Haley Beary
4486,"Belle Glade, City of",Active,099-05200-00,Palm Beach,City,Haley Beary
1539,"Belle Isle, City of",Closed,095-05300-00,Orange,City,Hamza Sattar
1545,"Belle Isle, City of",Closed,095-05300-00,Orange,City,Hamza Sattar
1561,"Belle Isle, City of",Closed,095-05300-00,Orange,City,Hamza Sattar
4337,"Belle Isle, City of",Active,095-05300-00,Orange,City,Hamza Sattar
4673,"Belle Isle, City of",Active,095-05300-00,Orange,City,Hamza Sattar
4680,"Belle Isle, City of",Closed,095-05300-00,Orange,City,Hamza Sattar
1831,"Freeport, City of",Closed,131-24825-00,Walton,City,Ashley Mitchell
4399,Gulf Coast Children's Advocacy Center,Active,005-UW247-00,Bay,Critical Private Non-Profit,Ashley Mitchell
4399,Gulf Coast School for Autism,Active,005-UG8YG-00,Bay,Critical Private Non-Profit,Ashley Mitchell
4399,Haven of Our Lady Peace,Closed,,Bay,Critical Private Non-Profit,Ashley Mitchell
4828,"BayCare Health System, Inc.",Opening,103-U1BAB-00,Pinellas,Critical Private Non-Profit,Collin Kenline
4399,Holy Nativity Episcopal School,Active,005-UG3Z1-00,Bay,Critical Private Non-Profit,Ashley Mitchell
4834,"BayCare Health System, Inc.",Opening,103-U1BAB-00,Pinellas,Critical Private Non-Profit,Collin Kenline
4486,Holy Nativity Episcopal School,Closed,005-UG3Z1-00,Bay,Critical Private Non-Profit,Ashley Mitchell
4828,BayCare Pasco Inc.,Opening,101-U5LAO-00,Pasco,Other,Ashley Mitchell
1539,"Belleair, Town of",Closed,103-05075-00,Pinellas,City,Haley Beary
4834,BayCare Pasco Inc.,Opening,101-U5LAO-00,Pasco,Other,Ashley Mitchell
1545,"Belleair, Town of",Closed,103-05075-00,Pinellas,City,Haley Beary
4337,"Bayshore Commons Community Association, Inc.",Closed,071-UWXZB-00,Lee,PNP-Home Owners Association,Ashley Mitchell
1561,"Belleair, Town of",Closed,103-05075-00,Pinellas,City,Haley Beary
4337,"Belleair, Town of",Active,103-05075-00,Pinellas,City,Haley Beary
4486,"Belleair, Town of",Active,103-05075-00,Pinellas,City,Haley Beary
4673,"Belleair, Town of",Opening,103-05075-00,Pinellas,City,Haley Beary
4734,"Belleair, Town of",Opening,103-05075-00,Pinellas,City,Haley Beary
1551,"Horizons of Okaloosa County, Inc.",Closed,091-0397C-00,Okaloosa,Other,Ashley Mitchell
4486,House of Deliverance Church of God in Christ,Closed,091-UK0NU-00,Okaloosa,Other,Ashley Mitchell
1551,James P. Morgan Memorial Park and Botantical Garden,Closed,033-URVEN-00,Escambia,Other,Ashley Mitchell
4486,"Jay Hospital, Inc.",Opening,113-U2BEQ-00,Santa Rosa,Other,Ashley Mitchell
1551,"Jubilee Christian Center Of Pensacola, Inc.  DBA Jubilee Christian Academy",Closed,033-05148-00,Escambia,Critical Private Non-Profit,Ashley Mitchell
4486,"Jubilee Christian Center Of Pensacola, Inc.  DBA Jubilee Christian Academy",Active,033-05148-00,Escambia,Critical Private Non-Profit,Ashley Mitchell
